Date,Open,High,Low,Close,Volume
1996-01-01,5.0788403936720865,5.097981653909489,5.016312016789758,5.085220813751221,10242229
1996-01-02,5.0788379545269295,5.0979792055716215,4.978026672073721,4.990787506103516,16954313
1996-01-03,4.990788219023437,5.1043603517298965,4.978027383170793,4.992064476013184,13514114
1996-01-04,4.912948385700403,4.912948385700403,4.72153449132057,4.833830833435059,34785820
1996-01-05,4.775131023917612,4.798100189457142,4.689632614299562,4.738123893737793,30138033
1996-01-08,4.708773921114855,4.721534326748473,4.519912548044917,4.560747146606445,36752157
1996-01-09,4.466315370695731,4.577335429886153,4.466315370695731,4.539052486419678,36964108
1996-01-10,4.539051203141383,4.625825388053992,4.466314107981632,4.514805793762207,35923053
1996-01-11,4.517358915444457,4.64369188533236,4.50204599896246,4.62072229385376,27719296
1996-01-12,4.620722544341337,4.693459660218489,4.574782925382559,4.6028571128845215,31593194
1996-01-15,4.5747820854607095,4.6283783699909735,4.554365010630188,4.564573764801025,13352034
1996-01-16,4.564574149238678,4.593924157385071,4.519911225301921,4.5556416511535645,19465667
1996-01-17,4.5173593286246465,4.550538112140887,4.376989686419011,4.401235103607178,25512510
1996-01-18,4.339981806855219,4.3706080707812145,4.236618870560641,4.308079719543457,31930712
1996-01-19,4.255761418500777,4.323394384404173,4.236620160286674,4.2710747718811035,20078367
1996-01-22,4.313184690124402,4.355295535754081,4.26852133047803,4.315736770629883,15288982
1996-01-23,4.2812827455997455,4.333601915030301,4.083488479742156,4.144740581512451,16752158
1996-01-24,4.144741435120625,4.693460551025678,4.019685125232472,4.088593482971191,20708877
1996-01-25,4.083488998645971,4.097526093953968,3.9750214413350404,4.000543117523193,15920383
1996-01-26,4.000543117523193,4.000543117523193,4.000543117523193,4.000543117523193,0
1996-01-29,3.9571549861448223,4.211096725777598,3.9571549861448223,4.183022975921631,32353724
1996-01-30,4.262141924639093,4.338707392564899,4.134533100436959,4.21875524520874,32019768
1996-01-31,4.236619836333288,4.415272433026843,4.204717741749179,4.260865688323975,34765337
1996-02-01,4.225134575448095,4.370608811874651,4.225134575448095,4.356572151184082,18475375
1996-02-02,4.447173584268779,4.727913257591769,4.389749826198211,4.674317836761475,39733722
1996-02-05,4.874664122889545,5.155404252433113,4.683250713481632,4.856799125671387,68921537
1996-02-06,4.887425845883517,4.912947520568795,4.364228480256533,4.445898532867432,40024042
1996-02-07,4.445898060513527,4.696011486282991,4.376989286077729,4.62072229385376,45350428
1996-02-08,4.64496983935253,5.318745346900315,4.632208998703554,5.291947841644287,114509743
1996-02-09,5.640318315903757,5.691362095154013,5.38637697723412,5.600759983062744,119682955
1996-02-12,5.484634959014585,5.576513314658845,5.2064469448496205,5.28556489944458,83759011
1996-02-13,5.257491100140461,5.397861157567972,5.163060657397571,5.288116931915283,72385781
1996-02-14,5.48718793850105,5.665840532762931,5.385100803710156,5.437420845031738,67257097
1996-02-15,5.308535769661476,5.550993438676045,5.2702532536136815,5.3621320724487305,55699524
1996-02-16,5.334057188970636,5.334057188970636,5.219209222206138,5.24983549118042,36118975
1996-02-19,5.308534823928295,5.383824452360607,5.2574914782914455,5.281737327575684,24685188
1996-02-20,5.281737744099448,5.28939441995328,5.008654262766225,5.078839302062988,35231986
1996-02-21,5.078839302062988,5.078839302062988,5.078839302062988,5.078839302062988,0
1996-02-22,5.193686476737796,5.334056533829237,5.193686476737796,5.307258605957031,32953956
1996-02-23,5.295774721202533,5.331505151875825,5.2013438328039205,5.261320114135742,29080949
1996-02-26,5.284288499608283,5.459112708676534,5.267699328426298,5.2932209968566895,70008010
1996-02-27,5.303432304434259,5.303432304434259,5.168166789709767,5.207726001739502,40272505
1996-02-28,5.334057765208453,5.369788199449447,5.2472835438294,5.258768558502197,33926438
1996-02-29,5.220486117384701,5.23197069966291,4.868285035664065,4.925709247589111,67024663
1996-03-01,4.988237242305651,5.026520191845681,4.889978437689539,4.981856822967529,56079789
1996-03-04,4.976752628004908,5.02396808171676,4.900187589784179,4.956335544586182,36523285
1996-03-05,4.956335544586182,4.956335544586182,4.956335544586182,4.956335544586182,0
1996-03-06,4.989513451157487,5.072459335259427,4.97164801707734,5.048213481903076,24779586
1996-03-07,5.068629867417582,5.140090720790107,4.989512339215429,5.011205673217773,32271794
1996-03-08,4.976750702881414,5.002272805927115,4.919326946428719,4.986959457397461,24870423
1996-03-11,4.912947240429008,4.963991020400267,4.83765804429373,4.891253471374512,32018877
1996-03-12,4.900186731359951,4.9052908929426415,4.467591913532148,4.8236212730407715,22942379
1996-03-13,4.887426797488771,5.034177322524655,4.854248007022083,5.015035629272461,35833998
1996-03-14,5.015034994850039,5.089048376698615,4.946126208393408,4.963991641998291,32372426
1996-03-15,4.957611888320115,4.986961909418062,4.842763885434372,4.859353065490723,33239823
1996-03-18,4.810860297051906,4.847866984750276,4.644968547722142,4.659005641937256,35009348
1996-03-19,4.646245001070935,4.708773804956738,4.364228988986285,4.457383632659912,31957429
1996-03-20,4.457383632659912,4.457383632659912,4.457383632659912,4.457383632659912,0
1996-03-21,4.6066856214971255,4.772576922373842,4.6066856214971255,4.734294414520264,23555969
1996-03-22,4.689631477574098,4.711324813942799,4.57478307664657,4.659005641937256,28958053
1996-03-25,4.721534992322554,4.923157666470609,4.712602490364187,4.798100471496582,61991268
1996-03-26,4.799375771805375,4.998445891252919,4.784062418917846,4.9282612800598145,77170713
1996-03-27,5.053315772064697,5.147746635991396,5.018861173926872,5.064801216125488,54386851
1996-03-28,5.078838373505438,5.141367159027571,5.078838373505438,5.126053810119629,25451953
1996-03-29,5.1043611503678425,5.145196178294393,5.008654432987354,5.035452365875244,28306169
1996-04-01,5.078839713240855,5.124778905060517,5.0316242641718105,5.100533485412598,30881643
1996-04-02,5.104360998282558,5.219209402526235,5.078839323344523,5.123502254486084,52862228
1996-04-03,5.257491224727499,5.320020013734894,5.206447448041219,5.219208717346191,43350250
1996-04-04,5.174545914637462,5.174545914637462,5.097980458135565,5.164337158203125,24455426
1996-04-05,5.164337158203125,5.164337158203125,5.164337158203125,5.164337158203125,0
1996-04-08,5.353199174714549,5.410622949174049,5.284290385256364,5.376169204711914,47640035
1996-04-09,5.45783768243703,5.56375270859346,5.4118984991488,5.450181007385254,54842813
1996-04-10,5.512710114520814,5.626282264696638,5.512710114520814,5.557373046875,126390587
1996-04-11,5.512709777338828,5.568857720399452,5.475703089830662,5.485911846160889,97557211
1996-04-12,5.487187549024186,5.536955505983535,5.46166587551579,5.52674674987793,46672006
1996-04-15,5.589274343645342,5.612243933355417,5.4935676476015,5.5139851570129395,53248727
1996-04-16,5.512710572716094,5.5382322504683215,5.423384267071992,5.448905944824219,51807815
1996-04-17,5.539509096626043,5.831733898594082,5.539509096626043,5.77175760269165,120385600
1996-04-18,5.921058620951161,6.074189540784223,5.87001527001432,6.0371832847595215,129424695
1996-04-19,6.0231459752711025,6.150754781578375,5.9465805180822375,6.002728462219238,115258697
1996-04-22,6.061427937765136,6.061427937765136,5.7947249212266385,5.830455780029297,80399852
1996-04-23,5.780687547560465,5.895535492372318,5.719435454831197,5.83173131942749,88033656
1996-04-24,6.099711102116013,6.4442554240506835,6.099711102116013,6.405972480773926,135019137
1996-04-25,6.48253767416269,6.597386065881563,6.0231454078208415,6.168619632720947,132106144
1996-04-26,6.201797896886701,6.361309212740612,6.011660314750419,6.237528324127197,119479019
1996-04-29,6.189037720312627,6.29750527058455,6.099711425939645,6.241357326507568,120564601
1996-04-30,6.25284221557096,6.28984933908863,6.074189617998471,6.1405463218688965,82247745
1996-05-01,6.331960679553618,6.37789987293087,6.242633940361807,6.268156051635742,60056991
1996-05-02,6.227320301460561,6.228596558605871,6.115024412056026,6.205626964569092,62482852
1996-05-03,6.125232385253186,6.176275728356908,6.049943194068475,6.081845283508301,63368060
1996-05-06,5.9338194791819125,5.972101989719946,5.75006273498137,5.779412746429443,88039000
1996-05-07,5.793449216990644,5.867462588485433,5.617349154073348,5.6951904296875,75104634
1996-05-08,5.589275698984108,5.85725459959108,5.563753589275385,5.788345813751221,88525241
1996-05-09,5.704122673665901,5.801105633100503,5.5956551353638035,5.632661819458008,62128413
1996-05-10,5.5369555578377065,5.625005592373012,5.488464291015382,5.602035999298096,68122713
1996-05-13,5.665840604495687,5.7156085656176225,5.617349767582956,5.687534809112549,51900432
1996-05-14,5.681154233863443,5.895537273449007,5.640319204033318,5.839389324188232,66364765
1996-05-15,6.047391743951991,6.176276372127371,5.940200018643359,6.135441780090332,172815020
1996-05-16,6.278364573231097,6.3778996329740885,6.233701638826861,6.266879558563232,160284965
1996-05-17,6.152031827289676,6.240081869707533,6.131614313059404,6.187762260437012,137923225
1996-05-20,6.074188806692787,6.088225899908483,5.959340847453487,5.974654197692871,83541716
1996-05-21,5.927438756973464,6.116300086339877,5.922334595901147,5.974654197692871,124559613
1996-05-22,6.023146544284412,6.058876978745042,5.998901124567179,6.011661529541016,92985121
1996-05-23,5.997625221663673,6.010386495336449,5.958066877270071,5.977208137512207,58672184
1996-05-24,6.0231458252108006,6.034630838583058,5.9848633143257635,6.012937068939209,47408492
1996-05-27,5.978482884475745,5.991243721413157,5.852149905177377,5.871291160583496,89967043
1996-05-28,5.8074868717724835,5.844493561096658,5.700295141800566,5.8011064529418945,132615540
1996-05-29,5.921058361349327,6.213283526802313,5.921058361349327,6.152031421661377,223285228
1996-05-30,6.20179746303372,6.213282474652867,5.997622802279027,6.0295257568359375,198662378
1996-05-31,6.233701742429578,6.2400821617362245,6.12906208548024,6.183934211730957,237043353
1996-06-03,6.277088430062399,6.457017295216482,6.238805914163045,6.434047698974609,276972106
1996-06-04,6.514441380840636,6.582074344545856,6.342169195490216,6.397041320800781,321297511
1996-06-05,6.457018171954266,6.469779012320058,6.278365539810453,6.361311435699463,264354777
1996-06-06,6.454463585603977,6.633116148412672,6.454463585603977,6.5297532081604,316624789
1996-06-07,6.458292891839104,6.518268740577323,6.418734122718547,6.494023323059082,165994289
1996-06-10,6.5093360259564195,6.552722695142488,6.434046399607814,6.4570159912109375,196523274
1996-06-11,6.418735290180568,6.584626639125599,6.293678107897923,6.448085308074951,339058664
1996-06-12,6.546343063970071,6.673952306891288,6.539963078686402,6.5807976722717285,196297965
1996-06-13,6.546342806751247,6.596110765014277,6.510612376201282,6.534858226776123,116421757
1996-06-14,6.570589644038107,6.78752477414196,6.5591046288270185,6.751794338226318,267570558
1996-06-17,6.788800357354212,6.8245307874403744,6.662467378200245,6.681608200073242,227599058
1996-06-18,6.635668836631698,6.737756396311939,6.59738632688503,6.661190509796143,206522383
1996-06-19,6.737756371479831,6.759449706887412,6.571864629499874,6.616527557373047,187622215
1996-06-20,6.559102815196133,6.693092454719997,6.5348574011955805,6.668846607208252,145069007
1996-06-21,6.613974544833425,6.670122477783546,6.405971551382293,6.56675910949707,140230643
1996-06-24,6.510612525532373,6.63566925208125,6.463397513924334,6.524649620056152,121238748
1996-06-25,6.532306268248246,6.551447959020569,6.278364461455791,6.3549299240112305,141301976
1996-06-26,6.380450880236745,6.3932121504817685,6.252841645876392,6.275811672210693,117371975
1996-06-27,6.241356515082693,6.352376565183341,6.194141510039206,6.33068323135376,127573239
1996-06-28,6.268155230464756,6.375346523131785,6.189037692956502,6.210731029510498,129283988
1996-07-01,6.190313042281099,6.192865122646501,6.075465090726128,6.113747596740723,99303582
1996-07-02,6.1252323211460835,6.176275663715582,5.972101426415192,6.009108543395996,112382216
1996-07-03,5.9274385819783575,5.954236510594911,5.8215231244981505,5.857253551483154,135289865
1996-07-04,5.822801505113156,6.010387087809075,5.755168958888477,5.908299922943115,144279979
1996-07-05,5.945304227217519,6.009109280276021,5.850873771777489,5.89681339263916,110356213
1996-07-08,5.997623735069109,6.002728329975245,5.871291188677486,5.901917457580566,49718582
1996-07-09,5.894260091299546,5.894260091299546,5.563752457615601,5.659459590911865,103955821
1996-07-10,5.614798028717421,5.729646451996279,5.538232557701959,5.664565563201904,118561751
1996-07-11,5.691361292402582,5.89298343335818,5.691361292402582,5.78196382522583,185369120
1996-07-12,5.750063625395816,5.790898222924163,5.632663127912467,5.670945644378662,121187987
1996-07-15,5.6160731502051515,5.9019174597147765,5.589275219094171,5.821523666381836,149170886
1996-07-16,5.870014252186228,5.978482221141807,5.565029156092035,5.6428704261779785,208768353
1996-07-17,5.589275066450285,5.900641041462635,5.589275066450285,5.767927646636963,119790712
1996-07-18,5.806210209670784,6.041010715859514,5.806210209670784,5.95168399810791,232398238
1996-07-19,5.983587286281527,6.02314605578157,5.810039290043397,5.872567653656006,145490238
1996-07-22,5.755168477999881,5.863636054512201,5.641596738750882,5.766653060913086,55590876
1996-07-23,5.7921757391074244,5.7921757391074244,5.161786869600044,5.186032295227051,286435994
1996-07-24,5.040556162429862,5.206447461695114,4.759816040185887,4.9142231941223145,228483375
1996-07-25,4.912947676806825,5.027795650054143,4.851695568912012,4.879769325256348,147512680
1996-07-26,4.82362077981912,4.849142452145468,4.6717657023481864,4.773852825164795,214922062
1996-07-29,4.798098638765078,4.921879528959543,4.7240857028596555,4.745779037475586,116786883
